UserId,TransactionId,TransactionTime,ItemCode,ItemDescription,NumberOfItemsPurchased,CostPerItem,Country
303429,6268273,2018-12-18T14:29:00.000+07:00,490728,SET 12 COLOUR PENCILS DOLLY GIRL,3,0.9,United Kingdom
346017,6077027,2018-07-21T15:40:00.000+07:00,998886,PARTY BUNTING,12,6.84,United Kingdom
353073,6219488,2018-11-16T12:12:00.000+07:00,464856,LOVE HEART SOCK HANGER,6,2.28,United Kingdom
321237,6374577,2019-02-10T17:32:00.000+07:00,473697,PLASTERS IN TIN VINTAGE PAISLEY,36,2.28,United Kingdom
330120,6342523,2019-01-27T15:48:00.000+07:00,1519371,SET/6 PINK  BUTTERFLY T-LIGHTS,3,2.9,United Kingdom
302715,5927339,2018-02-25T14:31:00.000+07:00,451101,FAWN BLUE HOT WATER BOTTLE,9,4.08,United Kingdom
374661,6325770,2019-01-20T13:58:00.000+07:00,490308,CHILDRENS TOY COOKING UTENSIL SET,6,2.88,United Kingdom
315924,6352709,2019-02-01T14:20:00.000+07:00,440685,HEART CALCULATOR,30,1.73,United Kingdom
342195,6267107,2018-12-18T11:45:00.000+07:00,463890,PAPER BUNTING RETROSPOT,18,4.08,United Kingdom
272370,6383355,2019-02-13T15:26:00.000+07:00,490350,ROLL WRAP VINTAGE SPOT,6,1.73,United Kingdom
373506,5964629,2018-04-09T15:35:00.000+07:00,1788150,LADIES & GENTLEMEN METAL SIGN,3,3.52,United Kingdom
302610,6169658,2018-10-02T16:16:00.000+07:00,469686,DOORMAT AIRMAIL,3,10.98,United Kingdom
321531,6005901,2018-05-20T14:12:00.000+07:00,786324,YELLOW BREAKFAST CUP AND SAUCER,6,0.54,United Kingdom
374661,6348914,2019-01-30T11:58:00.000+07:00,440181,STRAWBERRY BATH SPONGE,6,1.73,United Kingdom
377265,5967731,2018-04-11T13:28:00.000+07:00,461685,PACK OF 12 HEARTS DESIGN TISSUES,36,0.41,United Kingdom
369642,5957556,2018-04-02T17:19:00.000+07:00,1789536,ASSORTED CAKES FRIDGE MAGNETS,18,0.9,United Kingdom
312753,6376326,2019-02-11T13:31:00.000+07:00,1786029,TRADITIONAL CHRISTMAS RIBBONS,36,1.73,United Kingdom
354795,6268053,2018-12-18T13:15:00.000+07:00,1776516,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,0.58,United Kingdom
267708,6326287,2019-01-20T15:22:00.000+07:00,475986,RECIPE BOX PANTRY YELLOW DESIGN,3,4.08,United Kingdom
355299,5927493,2018-02-25T15:15:00.000+07:00,452004,DOORMAT SPOTTY HOME SWEET HOME,3,10.98,United Kingdom
276696,6297808,2019-01-05T16:43:00.000+07:00,489888,SET 6 SCHOOL MILK BOTTLES IN CRATE,12,5.18,United Kingdom
284592,6187973,2018-10-17T16:45:00.000+07:00,446397,VICTORIAN SEWING BOX MEDIUM,12,10.98,United Kingdom
355152,6262542,2018-12-15T13:31:00.000+07:00,451185,RETROSPOT HEART HOT WATER BOTTLE,36,6.84,United Kingdom
375543,6367064,2019-02-06T15:02:00.000+07:00,474936,PACK OF 12 LONDON TISSUES,3,0.54,United Kingdom
302715,6305904,2019-01-09T13:36:00.000+07:00,489321,GARDENERS KNEELING PAD KEEP CALM,6,2.28,United Kingdom
278628,6069536,2018-07-16T12:23:00.000+07:00,1734180,BATHROOM METAL SIGN,6,0.76,United Kingdom
285348,6173442,2018-10-07T10:27:00.000+07:00,472353,PAINT YOUR OWN CANVAS SET,36,2.28,United Kingdom
294756,5995803,2018-05-12T10:26:00.000+07:00,1010331,DOORMAT 3 SMILEY CATS,6,10.98,United Kingdom
319935,6072506,2018-07-18T10:44:00.000+07:00,461055,DOORMAT UNION JACK GUNS AND ROSES,6,10.98,United Kingdom
369642,6304661,2019-01-08T21:09:00.000+07:00,474936,PACK OF 12 LONDON TISSUES,36,0.54,United Kingdom
317814,6079029,2018-07-22T14:18:00.000+07:00,455784,BAG 250g SWIRLY MARBLES,36,1.18,United Kingdom
315819,5957072,2018-04-02T12:15:00.000+07:00,460530,JUMBO STORAGE BAG SKULLS,30,2.7,United Kingdom
308070,6002238,2018-05-16T15:13:00.000+07:00,443646,SET OF 6 GIRLS CELEBRATION CANDLES,6,1.73,United Kingdom
273084,6271188,2018-12-19T13:25:00.000+07:00,490728,SET 12 COLOUR PENCILS DOLLY GIRL,48,0.9,United Kingdom
370839,6358286,2019-02-03T14:29:00.000+07:00,488040,SET OF 4 KNICK KNACK TINS DOILY,18,5.73,United Kingdom
361578,5922202,2018-02-23T12:37:00.000+07:00,473634,PLASTERS IN TIN WOODLAND ANIMALS,9,2.28,United Kingdom
374409,5983021,2018-04-28T13:46:00.000+07:00,464352,CHOCOLATE HOT WATER BOTTLE,18,6.84,United Arab Emirates
311325,5984847,2018-04-29T16:04:00.000+07:00,1781556,ZINC METAL HEART DECORATION,18,1.73,United Kingdom
307209,6295487,2019-01-04T17:13:00.000+07:00,486822,TOILET SIGN OCCUPIED OR VACANT,12,1.15,United Kingdom
329868,6306553,2019-01-11T11:54:00.000+07:00,466053,RED DINER WALL CLOCK,6,11.73,United Kingdom
336693,6321700,2019-01-18T14:53:00.000+07:00,435897,RED DAISY POCKET BOOK,9,1.18,United Kingdom
297339,6352544,2019-02-01T13:36:00.000+07:00,470589,MONEY BOX BISCUITS DESIGN,3,1.73,United Kingdom
322959,5931475,2018-02-27T14:02:00.000+07:00,451668,VINTAGE KID DOLLY CARD,36,0.58,United Kingdom
266322,6330709,2019-01-22T11:53:00.000+07:00,480879,CHILDREN'S APRON DOLLY GIRL,18,2.9,France
316848,6262696,2018-12-15T15:05:00.000+07:00,444801,PLEASE ONE PERSON METAL SIGN,36,2.9,United Kingdom
278691,6314693,2019-01-14T15:31:00.000+07:00,453936,4 PEAR BOTANICAL DINNER CANDLES,3,1.73,United Kingdom
326151,6330401,2019-01-21T18:47:00.000+07:00,1788885,PINK HORSE SOCK PUPPET KIT,6,4.08,United Kingdom
352590,6333118,2019-01-23T10:02:00.000+07:00,490875,50'S CHRISTMAS PAPER GIFT BAG,30,1.14,United Kingdom
335055,6258087,2018-12-11T15:11:00.000+07:00,490434,6 GIFT TAGS 50'S CHRISTMAS,36,1.15,United Kingdom
349419,6325836,2019-01-20T14:20:00.000+07:00,474516,CHRISTMAS STAR WISH LIST CHALKBOARD,36,1.73,United Kingdom
341943,6154896,2018-09-21T13:17:00.000+07:00,469812,AIRLINE BAG VINTAGE WORLD CHAMPION,3,5.87,United Kingdom
380478,6294112,2019-01-02T12:30:00.000+07:00,434259,EDWARDIAN PARASOL RED,3,8.22,United Kingdom
306012,5957644,2018-04-02T18:23:00.000+07:00,478884,CANDLEHOLDER PINK HANGING HEART,12,4.08,United Kingdom
357399,5911125,2018-02-17T13:55:00.000+07:00,450744,DISCO BALL ROTATOR BATTERY OPERATED,3,5.87,United Kingdom
276318,6152388,2018-09-18T14:05:00.000+07:00,1776180,MOUSE TOY WITH PINK T-SHIRT,12,5.18,United Kingdom
323736,6152916,2018-09-18T19:29:00.000+07:00,485646,FELTCRAFT GIRL AMELIE KIT,12,6.84,United Kingdom
264915,6138495,2018-09-05T14:35:00.000+07:00,482349,HOMEMADE JAM SCENTED CANDLES,36,2.01,France
264747,6275137,2018-12-22T17:06:00.000+07:00,1011885,DOORMAT FAIRY CAKE,6,11.39,USA
328356,5999730,2018-05-14T15:50:00.000+07:00,1732143,WOOD 2 DRAWER CABINET WHITE FINISH,30,9.6,United Kingdom
361620,5969106,2018-04-14T12:42:00.000+07:00,482748,SOLDIERS EGG CUP,36,1.73,United Kingdom
348621,6306608,2019-01-11T12:09:00.000+07:00,475545,CERAMIC HEART FAIRY CAKE MONEY BANK,3,2.01,United Kingdom
326823,5930298,2018-02-27T12:27:00.000+07:00,477666,POPPY'S PLAYHOUSE LIVINGROOM,9,2.9,United Kingdom
374661,6212063,2018-11-09T14:18:00.000+07:00,487242,JUMBO BAG VINTAGE LEAF,18,2.88,United Kingdom
326823,6095738,2018-08-04T12:44:00.000+07:00,470757,PACK OF 60 SPACEBOY CAKE CASES,18,0.76,United Kingdom
306327,6116693,2018-08-20T15:09:00.000+07:00,445410,SET OF 72 RETROSPOT PAPER  DOILIES,9,2.01,United Kingdom
267708,6345427,2019-01-28T16:52:00.000+07:00,471219,6 ROCKET BALLOONS,6,0.9,United Kingdom
267708,6074761,2018-07-18T21:00:00.000+07:00,451647,"ELEPHANT, BIRTHDAY CARD,",6,0.58,United Kingdom
351666,6015581,2018-05-29T17:10:00.000+07:00,486864,BULL DOG BOTTLE OPENER,12,6.84,United Kingdom
277473,6283079,2018-12-26T12:42:00.000+07:00,480984,CALENDAR PAPER CUT DESIGN,18,4.08,United Kingdom
354480,6154918,2018-09-21T13:25:00.000+07:00,1787835,RED DRAGONFLY HELICOPTER,3,10.98,United Kingdom
315483,6304518,2019-01-08T18:22:00.000+07:00,1732122,WOODEN PICTURE FRAME WHITE FINISH,18,4.08,United Kingdom
308364,6075135,2018-07-20T13:58:00.000+07:00,315756,ASSORTED COLOURS SILK FAN,36,1.15,United Kingdom
268422,5963617,2018-04-09T11:02:00.000+07:00,752010,ENAMEL BLUE RIM COFFEE CONTAINER,18,2.9,Portugal
283017,6279713,2018-12-25T10:55:00.000+07:00,492156,VINTAGE CHRISTMAS GIFT BAG LARGE,36,1.73,United Kingdom
307944,6321986,2019-01-18T15:56:00.000+07:00,461580,PACK OF 12 RED RETROSPOT TISSUES,18,0.54,United Kingdom
264159,6247065,2018-12-04T18:15:00.000+07:00,433965,RED RETROSPOT PURSE,18,4.08,France
350910,6087235,2018-07-28T16:53:00.000+07:00,486339,SET OF 5 PANCAKE DAY MAGNETS,9,2.88,United Kingdom
292425,6177655,2018-10-09T13:09:00.000+07:00,483441,GLASS BONNE JAM JAR,12,5.73,United Kingdom
358764,6319984,2019-01-16T15:49:00.000+07:00,468594,OFFICE MUG WARMER CHOC+BLUE,9,4.08,United Kingdom
261933,6284608,2018-12-29T12:27:00.000+07:00,1529136,SET/3 CHRISTMAS DECOUPAGE CANDLES,36,1.32,Germany
349797,6031399,2018-06-11T13:02:00.000+07:00,445452,PACK OF 72 RETROSPOT CAKE CASES,3,0.76,United Kingdom
331044,6207883,2018-11-05T16:08:00.000+07:00,490245,DOLLY GIRL BEAKER,36,1.73,United Kingdom
348663,6228046,2018-11-21T14:02:00.000+07:00,475986,RECIPE BOX PANTRY YELLOW DESIGN,18,4.08,United Kingdom
330792,5902721,2018-02-13T10:43:00.000+07:00,1764651,CHARLIE+LOLA RED HOT WATER BOTTLE,9,6.42,United Kingdom
330792,6036756,2018-06-16T13:42:00.000+07:00,1787079,JUMBO BAG STRAWBERRY,12,2.88,United Kingdom
320901,5947392,2018-03-24T16:51:00.000+07:00,1011948,DOORMAT WELCOME PUPPIES,6,10.98,United Kingdom
274155,6246603,2018-12-04T15:25:00.000+07:00,488754,STAR T-LIGHT HOLDER WILLIE WINKIE,36,2.28,United Kingdom
295029,6146954,2018-09-15T12:47:00.000+07:00,489342,KNEELING MAT HOUSEWORK  DESIGN,3,2.28,United Kingdom
364098,6055247,2018-06-30T15:01:00.000+07:00,1519329,SET/6 PURPLE BUTTERFLY T-LIGHTS,9,2.9,United Kingdom
296016,6251806,2018-12-08T16:28:00.000+07:00,476301,FRENCH BLUE METAL DOOR SIGN 6,3,3.4,United Kingdom
273273,5906406,2018-02-14T13:28:00.000+07:00,471492,MEASURING TAPE BABUSHKA PINK,18,4.08,United Kingdom
271971,5951022,2018-03-27T11:33:00.000+07:00,460194,BLUE HARMONICA IN BOX,36,1.73,United Kingdom
316953,5995209,2018-05-09T14:56:00.000+07:00,444465,BEWARE OF THE CAT METAL SIGN,36,2.34,United Kingdom
293034,6395169,2019-02-19T13:50:00.000+07:00,466641,CAKE STAND LOVEBIRD 2 TIER PINK,18,4.08,United Kingdom
285915,5961879,2018-04-08T09:21:00.000+07:00,1010898,DOORMAT UNION FLAG,6,10.98,United Kingdom
300657,6267096,2018-12-18T11:44:00.000+07:00,481761,CHRISTMAS LIGHTS 10 REINDEER,9,11.73,United Kingdom
269934,6245855,2018-12-04T13:15:00.000+07:00,998886,PARTY BUNTING,21,6.84,United Kingdom
302526,6195156,2018-10-24T17:54:00.000+07:00,1732122,WOODEN PICTURE FRAME WHITE FINISH,18,3.52,United Kingdom
335853,6322151,2019-01-18T17:13:00.000+07:00,493710,MINI PLAYING CARDS GYMKHANA,6,0.58,United Kingdom
295785,6024282,2018-06-05T14:12:00.000+07:00,475692,TRAVEL SEWING KIT,9,2.28,United Kingdom
319221,6092768,2018-07-31T17:09:00.000+07:00,463764,PAPER CHAIN KIT EMPIRE,36,4.08,United Kingdom
306726,6142851,2018-09-10T13:59:00.000+07:00,315924,PINK PAPER PARASOL,6,4.08,United Kingdom
341082,6355239,2019-02-02T15:26:00.000+07:00,461685,PACK OF 12 HEARTS DESIGN TISSUES,36,0.54,United Kingdom
328440,6246691,2018-12-04T15:59:00.000+07:00,1787079,JUMBO BAG RED RETROSPOT,30,2.88,United Kingdom
295848,6361355,2019-02-04T16:44:00.000+07:00,1788528,BLACK BAROQUE CARRIAGE CLOCK,6,11.73,United Kingdom
381507,6345449,2019-01-28T16:56:00.000+07:00,485667,FELTCRAFT GIRL NICOLE KIT,36,6.84,United Kingdom
301707,6289107,2018-12-31T11:31:00.000+07:00,487389,LUNCH BAG VINTAGE DOILY,30,2.28,United Kingdom
319263,6336891,2019-01-26T09:16:00.000+07:00,435225,LUNCH BAG RED RETROSPOT,30,2.28,United Kingdom
274869,6245811,2018-12-04T13:02:00.000+07:00,491904,GINGHAM RECIPE BOOK BOX,24,6.84,United Kingdom
264243,6209181,2018-11-06T13:26:00.000+07:00,468846,ROUND SNACK BOXES SET OF4 WOODLAND,54,4.08,France
281064,6232402,2018-11-25T14:49:00.000+07:00,485604,18PC WOODEN CUTLERY SET DISPOSABLE,48,1.73,United Kingdom
303513,6108993,2018-08-14T15:15:00.000+07:00,434616,FLORAL SOFT CAR TOY,3,5.18,United Kingdom
357021,6200788,2018-10-30T16:09:00.000+07:00,470631,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2.88,United Kingdom
285516,6368131,2019-02-08T12:57:00.000+07:00,491421,RUSTIC MIRROR WITH LACE HEART,3,8.63,United Kingdom
376320,6321931,2019-01-18T15:43:00.000+07:00,474936,PACK OF 12 LONDON TISSUES,36,0.54,United Kingdom
347235,6385786,2019-02-15T16:18:00.000+07:00,484743,SET 6 PAPER TABLE LANTERN STARS,18,5.18,United Kingdom
350406,6295245,2019-01-04T14:49:00.000+07:00,1789767,SET OF 6 3D KIT CARDS FOR KIDS,9,1.18,United Kingdom
373149,6277469,2018-12-23T16:26:00.000+07:00,493374,VINTAGE DOILY DELUXE SEWING KIT,9,8.22,United Kingdom
306726,6396159,2019-02-19T20:28:00.000+07:00,468720,BIRDS MOBILE VINTAGE DESIGN,3,8.22,United Kingdom
380625,5966323,2018-04-10T16:02:00.000+07:00,1519371,SET/6 PINK  BUTTERFLY T-LIGHTS,3,2.9,United Kingdom
361620,6031388,2018-06-11T13:00:00.000+07:00,481005,CALENDAR IN SEASON DESIGN,9,4.08,United Kingdom
306726,5987311,2018-05-01T13:59:00.000+07:00,444381,KEEP OUT BOYS DOOR HANGER,6,2.01,United Kingdom
339780,6083968,2018-07-25T12:53:00.000+07:00,468846,ROUND SNACK BOXES SET OF4 WOODLAND,18,4.08,United Kingdom
271908,6075630,2018-07-21T11:13:00.000+07:00,440370,PINK FLORAL FELTCRAFT SHOULDER BAG,12,5.18,United Kingdom
380142,6396005,2019-02-19T19:25:00.000+07:00,491421,RUSTIC MIRROR WITH LACE HEART,54,5.73,United Kingdom
306726,6240212,2018-12-01T12:59:00.000+07:00,450744,DISCO BALL ROTATOR BATTERY OPERATED,3,5.87,United Kingdom
301035,6219730,2018-11-16T14:07:00.000+07:00,475020,4 TRADITIONAL SPINNING TOPS,6,2.01,Germany
379575,5925810,2018-02-25T11:48:00.000+07:00,471870,HEART OF WICKER LARGE,18,4.08,United Kingdom
378861,6211975,2018-11-09T13:28:00.000+07:00,482181,JAM MAKING SET PRINTED,3,2.01,United Kingdom
372897,6286984,2018-12-29T17:53:00.000+07:00,476280,FRENCH BLUE METAL DOOR SIGN 5,6,1.73,United Kingdom
297948,6257603,2018-12-11T13:15:00.000+07:00,469959,RECYCLING BAG RETROSPOT,30,2.9,United Kingdom
267708,6366327,2019-02-06T12:41:00.000+07:00,465255,STAR DECORATION RUSTIC,3,0.58,United Kingdom
355110,6248671,2018-12-05T14:12:00.000+07:00,1071294,"FEATHER PEN,HOT PINK",36,0.54,United Kingdom
362712,6099379,2018-08-05T14:46:00.000+07:00,475083,BOX OF VINTAGE JIGSAW BLOCKS,12,8.22,United Kingdom
266259,5998311,2018-05-13T13:26:00.000+07:00,463869,PAPER BUNTING VINTAGE PAISLEY,18,4.08,France
341313,6029760,2018-06-10T14:33:00.000+07:00,485646,FELTCRAFT GIRL AMELIE KIT,48,6.84,United Kingdom
353577,6326408,2019-01-20T15:27:00.000+07:00,489783,WHITE WICKER STAR,18,2.9,United Kingdom
324324,6307543,2019-01-11T17:12:00.000+07:00,486087,SINGLE ANTIQUE ROSE HOOK IVORY,9,2.01,United Kingdom
330267,5929484,2018-02-26T16:47:00.000+07:00,464331,SCOTTIE DOG HOT WATER BOTTLE,6,6.84,United Kingdom
305802,6370925,2019-02-09T15:39:00.000+07:00,451101,FAWN BLUE HOT WATER BOTTLE,9,5.18,United Kingdom
342972,6301911,2019-01-07T15:54:00.000+07:00,487914,BISCUIT TIN VINTAGE CHRISTMAS,6,3.99,United Kingdom
347529,6374170,2019-02-10T16:06:00.000+07:00,491946,METAL SIGN DROP YOUR PANTS,9,3.99,United Kingdom
