UserId,TransactionId,TransactionTime,ItemCode,ItemDescription,NumberOfItemsPurchased,CostPerItem,Country
366072,6355844,2019-02-02T18:33:00.000+07:00,482202,JAM JAR WITH PINK LID,18,1.18,United Kingdom
332199,6004999,2018-05-20T10:45:00.000+07:00,1775949,PACK 6 HEART/ICE-CREAM PATCHES,36,1.73,United Kingdom
264453,6205749,2018-11-04T13:43:00.000+07:00,470022,LUNCH BAG SPACEBOY DESIGN,30,2.28,France
301539,6231247,2018-11-25T10:03:00.000+07:00,491274,POSTE FRANCE CUSHION COVER,12,5.18,United Kingdom
366450,5947601,2018-03-25T09:50:00.000+07:00,1734243,HOT BATHS METAL SIGN,36,3.05,United Kingdom
315924,5981096,2018-04-25T13:36:00.000+07:00,434931,JUMBO BAG TOYS,30,2.7,United Kingdom
336105,6368384,2019-02-08T14:41:00.000+07:00,493353,VINTAGE DOILY TRAVEL SEWING KIT,6,2.7,United Kingdom
360948,5967797,2018-04-11T13:48:00.000+07:00,465570,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,9.32,United Kingdom
374661,6073188,2018-07-18T12:36:00.000+07:00,1528800,4 BLUE DINNER CANDLES SILVER FLOCK,9,3.52,United Kingdom
315105,6126032,2018-08-27T14:26:00.000+07:00,475230,DOLLY GIRL LUNCH BOX,6,2.7,United Kingdom
351855,6064113,2018-07-09T15:01:00.000+07:00,475923,JUMBO BAG DOLLY GIRL DESIGN,9,2.88,United Kingdom
329826,6196872,2018-10-27T15:32:00.000+07:00,446397,VICTORIAN SEWING BOX MEDIUM,6,10.98,United Kingdom
351309,6086795,2018-07-28T13:53:00.000+07:00,470043,LUNCH BAG SUKI DESIGN,12,2.28,United Kingdom
259602,6193407,2018-10-23T16:02:00.000+07:00,490266,SPACEBOY BEAKER,36,1.73,Belgium
287028,6037449,2018-06-16T14:32:00.000+07:00,455994,CITRONELLA CANDLE GARDEN POT,18,1.73,United Kingdom
315819,5946248,2018-03-24T12:22:00.000+07:00,470694,DOORMAT NEIGHBOURHOOD WITCH,3,10.98,United Kingdom
298746,6084639,2018-07-25T15:16:00.000+07:00,486507,SMALL CERAMIC TOP STORAGE JAR,36,1.15,United Kingdom
262857,6187907,2018-10-17T16:02:00.000+07:00,488187,BISCUIT TIN 50'S CHRISTMAS,18,3.99,Germany
302148,6319324,2019-01-16T13:50:00.000+07:00,488775,SET OF 3 HANGING OWLS OLLIE BEAK,36,1.73,United Kingdom
286650,6360574,2019-02-04T13:22:00.000+07:00,478464,LANTERN CREAM GAZEBO,9,6.84,United Kingdom
374661,6192824,2018-10-23T12:45:00.000+07:00,441735,SET/2 RED RETROSPOT TEA TOWELS,3,4.49,United Kingdom
382683,6132236,2018-09-01T14:41:00.000+07:00,466137,POPCORN HOLDER,36,1.18,United Kingdom
351708,6356141,2019-02-03T11:17:00.000+07:00,490224,JUMBO BAG 50'S CHRISTMAS,30,2.88,United Kingdom
269556,6173244,2018-10-06T16:22:00.000+07:00,476952,CARD DOLLY GIRL,36,0.58,United Kingdom
312291,6029716,2018-06-10T14:22:00.000+07:00,463827,PAPER BUNTING WHITE LACE,9,4.08,United Kingdom
267708,6229091,2018-11-23T15:15:00.000+07:00,1786029,TRADITIONAL CHRISTMAS RIBBONS,9,1.73,United Kingdom
296247,5986057,2018-04-30T17:31:00.000+07:00,482349,HOMEMADE JAM SCENTED CANDLES,36,2.01,United Kingdom
266322,6312801,2019-01-13T14:56:00.000+07:00,1785294,RED RETROSPOT UMBRELLA,9,8.22,France
364308,6333437,2019-01-23T12:11:00.000+07:00,459207,PINK UNION JACK  LUGGAGE TAG,3,1.73,United Kingdom
295869,6282958,2018-12-26T11:38:00.000+07:00,445704,SET/4 SKULL BADGES,12,1.73,United Kingdom
284886,6306773,2019-01-11T12:59:00.000+07:00,475293,HAND WARMER UNION JACK,6,2.9,United Kingdom
315714,5942728,2018-03-19T16:57:00.000+07:00,472500,SET OF 2 TINS JARDIN DE PROVENCE,12,6.84,United Kingdom
335916,6230818,2018-11-24T16:14:00.000+07:00,476028,PINK BABY BUNTING,15,4.08,United Kingdom
318024,6279493,2018-12-24T16:39:00.000+07:00,489321,GARDENERS KNEELING PAD KEEP CALM,36,2.28,United Kingdom
336798,6094825,2018-08-03T12:29:00.000+07:00,1788780,PINK HEARTS LIGHT CHAIN,9,6.42,United Kingdom
353619,6203461,2018-11-03T11:42:00.000+07:00,435225,LUNCH BAG RED RETROSPOT,30,2.28,United Kingdom
380478,5908386,2018-02-16T13:13:00.000+07:00,460551,JUMBO STORAGE BAG SUKI,9,2.7,United Kingdom
345114,6295146,2019-01-04T13:18:00.000+07:00,466599,LOVEBIRD HANGING DECORATION WHITE,36,1.18,United Kingdom
351078,5908683,2018-02-16T14:03:00.000+07:00,459669,WOODEN BOX OF DOMINOES,30,1.73,United Kingdom
366051,5968743,2018-04-13T15:36:00.000+07:00,477120,SET OF 3 CAKE TINS PANTRY DESIGN,15,6.84,United Kingdom
272265,6229201,2018-11-23T16:31:00.000+07:00,491652,HEART MIRROR ANTIQUE WHITE,6,10.35,United Kingdom
358050,5989082,2018-05-04T15:21:00.000+07:00,475986,RECIPE BOX PANTRY YELLOW DESIGN,6,4.08,United Kingdom
306726,6055852,2018-07-01T12:02:00.000+07:00,465087,FELTCRAFT BUTTERFLY HEARTS,3,2.01,United Kingdom
383943,5943850,2018-03-20T15:14:00.000+07:00,470757,PACK OF 60 SPACEBOY CAKE CASES,3,0.76,United Kingdom
283563,6257922,2018-12-11T14:23:00.000+07:00,490875,50'S CHRISTMAS PAPER GIFT BAG,30,1.14,United Kingdom
288981,6121522,2018-08-25T09:43:00.000+07:00,487956,DOILEY BISCUIT TIN,18,3.99,United Kingdom
296982,5902457,2018-02-12T17:33:00.000+07:00,445872,STRAWBERRY CERAMIC TRINKET BOX,36,1.73,United Kingdom
297276,6188160,2018-10-17T18:12:00.000+07:00,452235,RED RETROSPOT SMALL MILK JUG,12,3.52,EIRE
351414,6288491,2018-12-30T14:44:00.000+07:00,489699,BOX OF 6 MINI 50'S CRACKERS,36,3.44,United Kingdom
314391,6320325,2019-01-16T18:03:00.000+07:00,473928,FELTCRAFT CUSHION OWL,9,5.18,United Kingdom
298011,6191790,2018-10-22T13:11:00.000+07:00,1787079,JUMBO BAG STRAWBERRY,30,2.88,United Kingdom
345618,6188765,2018-10-20T13:20:00.000+07:00,1734180,BATHROOM METAL SIGN,30,0.76,United Kingdom
285516,6368131,2019-02-08T12:57:00.000+07:00,489048,GREEN VINTAGE SPOT BEAKER,3,1.18,United Kingdom
328062,6065554,2018-07-10T14:35:00.000+07:00,460068,CHOCOLATE THIS WAY METAL SIGN,36,2.9,United Kingdom
304731,6265160,2018-12-17T10:42:00.000+07:00,483273,GLASS APOTHECARY BOTTLE TONIC,12,5.46,United Kingdom
300279,6245822,2018-12-04T13:06:00.000+07:00,474411,CARDHOLDER GINGHAM CHRISTMAS TREE,18,4.49,United Kingdom
339150,6229432,2018-11-24T10:43:00.000+07:00,463365,CHRISTMAS PUDDING TRINKET POT,36,2.01,United Kingdom
265041,6063838,2018-07-09T13:02:00.000+07:00,433965,RED RETROSPOT PURSE,18,4.08,Germany
315105,5916075,2018-02-19T15:36:00.000+07:00,1732122,WOODEN PICTURE FRAME WHITE FINISH,18,3.52,United Kingdom
265167,6182385,2018-10-14T10:29:00.000+07:00,464919,RETROSPOT TEA SET CERAMIC 11 PC,9,6.84,Germany
322707,6007276,2018-05-21T14:53:00.000+07:00,475965,RECIPE BOX BLUE SKETCHBOOK DESIGN,18,4.08,United Kingdom
296016,6298072,2019-01-05T18:07:00.000+07:00,1732122,WOODEN PICTURE FRAME WHITE FINISH,3,8.0,United Kingdom
313131,6277227,2018-12-23T15:10:00.000+07:00,482181,JAM MAKING SET PRINTED,36,2.01,EIRE
344169,5998608,2018-05-13T16:47:00.000+07:00,456078,RED METAL BEACH SPADE,15,1.73,United Kingdom
305067,6159901,2018-09-25T13:29:00.000+07:00,465570,PICTURE FRAME WOOD TRIPLE PORTRAIT,3,9.32,United Kingdom
276339,6209896,2018-11-06T16:12:00.000+07:00,1786029,CHOCOLATE BOX RIBBONS,3,1.73,United Kingdom
357147,6291857,2019-01-01T11:47:00.000+07:00,486045,ZINC T-LIGHT HOLDER STAR LARGE,36,1.32,United Kingdom
356727,6390978,2019-02-17T18:26:00.000+07:00,444654,POTTERING IN THE SHED METAL SIGN,12,2.88,United Kingdom
309939,6386743,2019-02-16T13:03:00.000+07:00,464961,CHRISTMAS CRAFT TREE TOP ANGEL,18,2.9,United Kingdom
304479,6335692,2019-01-25T14:01:00.000+07:00,447573,GLASS HEART T-LIGHT HOLDER,9,1.18,United Kingdom
355551,6130036,2018-08-31T13:05:00.000+07:00,467628,DECORATION SITTING BUNNY,51,0.27,United Kingdom
369201,6203384,2018-11-03T11:08:00.000+07:00,489258,SPOTTY BUNTING,27,6.84,United Kingdom
369390,6358814,2019-02-03T17:06:00.000+07:00,470442,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,0.54,United Kingdom
260106,5914436,2018-02-19T10:53:00.000+07:00,473655,PLASTERS IN TIN STRONGMAN,36,2.28,Australia
319620,6093956,2018-08-01T12:33:00.000+07:00,465990,LOCAL CAFE MUG,18,2.9,United Kingdom
316008,6195629,2018-10-27T11:02:00.000+07:00,484029,RECYCLED ACAPULCO MAT RED,3,11.39,United Kingdom
344358,6032444,2018-06-12T10:38:00.000+07:00,486276,SET OF 5 MINI GROCERY MAGNETS,36,2.88,United Kingdom
356265,6063948,2018-07-09T13:08:00.000+07:00,1304037,BLUE STRIPES SHOULDER BAG,15,1.15,United Kingdom
352611,6275126,2018-12-22T17:03:00.000+07:00,489678,BOX OF 6 MINI VINTAGE CRACKERS,9,3.44,United Kingdom
284508,6219895,2018-11-16T15:50:00.000+07:00,448707,MIRRORED WALL ART GENTS,3,1.04,United Kingdom
377034,6385676,2019-02-15T15:15:00.000+07:00,460194,BLUE HARMONICA IN BOX,12,1.73,United Kingdom
267708,6126010,2018-08-27T14:25:00.000+07:00,487452,HEART WREATH DECORATION WITH BELL,18,1.73,United Kingdom
377979,6314847,2019-01-14T16:56:00.000+07:00,440622,12 PENCILS TALL TUBE SKULLS,3,1.18,United Kingdom
306726,6338211,2019-01-26T13:18:00.000+07:00,450723,MIRRORED DISCO BALL,3,8.22,United Kingdom
283941,6395455,2019-02-19T14:50:00.000+07:00,316176,EDWARDIAN PARASOL PINK,3,8.22,United Kingdom
282471,6188138,2018-10-17T17:43:00.000+07:00,445410,SET OF 72 RETROSPOT PAPER  DOILIES,12,2.01,United Kingdom
373149,6367416,2019-02-08T12:18:00.000+07:00,493626,MINI PLAYING CARDS SPACEBOY,15,0.58,United Kingdom
289191,6268383,2018-12-18T15:18:00.000+07:00,479535,HOT WATER BOTTLE I AM SO POORLY,24,6.84,United Kingdom
311577,6138924,2018-09-07T12:47:00.000+07:00,452424,SKULLS  WATER TRANSFER TATTOOS,36,1.18,United Kingdom
306243,6164235,2018-09-29T13:53:00.000+07:00,445536,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",3,6.84,United Kingdom
266973,6397358,2019-02-20T13:16:00.000+07:00,483777,CANDLE HOLDER SILVER MADELINE,36,2.28,Germany
262248,6249507,2018-12-07T11:34:00.000+07:00,451101,FAWN BLUE HOT WATER BOTTLE,24,5.18,France
339444,6340356,2019-01-27T11:41:00.000+07:00,469959,RECYCLING BAG RETROSPOT,15,2.9,United Kingdom
352149,6024370,2018-06-05T14:41:00.000+07:00,469602,GLASS JAR PEACOCK BATH SALTS,3,4.08,United Kingdom
304542,6010653,2018-05-25T13:39:00.000+07:00,1732374,WOODEN FRAME ANTIQUE WHITE,6,4.08,United Kingdom
278523,6206189,2018-11-04T18:31:00.000+07:00,478884,CANDLEHOLDER PINK HANGING HEART,3,4.08,United Kingdom
312795,5991227,2018-05-06T14:08:00.000+07:00,441861,RED RETROSPOT OVEN GLOVE DOUBLE,18,4.08,United Kingdom
274869,6348023,2019-01-29T17:37:00.000+07:00,488376,CHILDRENS CUTLERY SPACEBOY,12,5.73,United Kingdom
267708,6228090,2018-11-21T14:20:00.000+07:00,1786491,CHARLIE+LOLA MY ROOM DOOR SIGN,15,0.54,United Kingdom
344946,6295630,2019-01-05T11:17:00.000+07:00,435246,LUNCH BAG WOODLAND,3,2.28,United Kingdom
343287,6316739,2019-01-15T14:01:00.000+07:00,493542,PLAYING CARDS VINTAGE DOILY,18,1.73,United Kingdom
341061,5941078,2018-03-18T16:50:00.000+07:00,1784853,75 BLACK PETIT FOUR CASES,3,0.58,United Kingdom
329154,6254083,2018-12-09T16:17:00.000+07:00,486591,REGENCY TEA PLATE GREEN,36,2.28,United Kingdom
309939,6201151,2018-10-31T09:57:00.000+07:00,452319,RED RETROSPOT BUTTER DISH,9,6.84,United Kingdom
305235,6038857,2018-06-17T13:50:00.000+07:00,470757,PACK OF 60 SPACEBOY CAKE CASES,3,0.76,United Kingdom
374031,6261277,2018-12-14T12:04:00.000+07:00,998886,TEA TIME PARTY BUNTING,6,6.84,United Kingdom
343119,5996815,2018-05-12T14:41:00.000+07:00,451983,DOORMAT FANCY FONT HOME SWEET HOME,3,10.98,United Kingdom
316638,5991260,2018-05-06T14:47:00.000+07:00,463764,PAPER CHAIN KIT EMPIRE,18,4.08,United Kingdom
269787,6347374,2019-01-29T14:16:00.000+07:00,488775,SET OF 3 HANGING OWLS OLLIE BEAK,3,1.73,United Kingdom
315105,6143918,2018-09-11T13:12:00.000+07:00,475629,STRAWBERRY FAIRY CAKE TEAPOT,3,6.84,United Kingdom
355698,6121324,2018-08-24T14:17:00.000+07:00,484386,SMALL DECO JEWELLERY STAND,3,11.39,United Kingdom
356664,6182341,2018-10-13T18:37:00.000+07:00,435078,RED RETROSPOT SHOPPER BAG,18,1.73,United Kingdom
348432,6327398,2019-01-21T12:16:00.000+07:00,459669,WOODEN BOX OF DOMINOES,36,1.73,United Kingdom
369222,6053608,2018-06-29T14:18:00.000+07:00,786366,MINI CAKE STAND WITH HANGING CAKES,9,2.01,United Kingdom
290241,6022368,2018-06-04T12:30:00.000+07:00,1787079,JUMBO BAG STRAWBERRY,9,2.7,United Kingdom
315105,6325429,2019-01-20T12:53:00.000+07:00,1734201,TOILET METAL SIGN,18,0.76,United Kingdom
359121,6290284,2018-12-31T13:30:00.000+07:00,494130,WALL ART ONLY ONE PERSON,18,6.84,United Kingdom
315189,6340004,2019-01-26T18:40:00.000+07:00,493374,VINTAGE DOILY DELUXE SEWING KIT,6,8.22,United Kingdom
305865,6090469,2018-07-30T14:09:00.000+07:00,1788150,LADIES & GENTLEMEN METAL SIGN,36,3.52,United Kingdom
374661,6087290,2018-07-28T17:41:00.000+07:00,486150,IVORY SWEETHEART SOAP DISH,3,3.44,United Kingdom
336693,6239024,2018-11-30T16:41:00.000+07:00,469602,GLASS JAR PEACOCK BATH SALTS,3,4.08,United Kingdom
342846,6249551,2018-12-07T12:21:00.000+07:00,488775,SET OF 3 HANGING OWLS OLLIE BEAK,6,1.73,United Kingdom
372435,6314759,2019-01-14T15:52:00.000+07:00,493080,MINI LIGHTS WOODLAND MUSHROOMS,12,5.18,United Kingdom
304185,6312570,2019-01-13T13:25:00.000+07:00,1783866,ANTIQUE SILVER T-LIGHT GLASS,18,1.73,United Kingdom
336210,6035733,2018-06-15T12:37:00.000+07:00,465885,SLATE TILE NATURAL HANGING,36,2.28,United Kingdom
329784,6111116,2018-08-17T15:04:00.000+07:00,487263,JUMBO BAG DOILEY PATTERNS,12,2.88,United Kingdom
297276,6188160,2018-10-17T18:12:00.000+07:00,471345,PENCIL CASE LIFE IS BEAUTIFUL,6,4.08,EIRE
310149,6095078,2018-08-03T14:01:00.000+07:00,465129,FELTCRAFT 6 FLOWER FRIENDS,9,2.9,United Kingdom
357399,5951132,2018-03-27T12:48:00.000+07:00,465822,CAKE STAND VICTORIAN FILIGREE SMALL,3,6.84,United Kingdom
326172,5932234,2018-02-27T17:45:00.000+07:00,1519329,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2.9,United Kingdom
369642,6304661,2019-01-08T21:09:00.000+07:00,490434,6 GIFT TAGS 50'S CHRISTMAS,21,1.15,United Kingdom
382956,6242819,2018-12-03T10:22:00.000+07:00,1764630,ENGLISH ROSE HOT WATER BOTTLE,12,5.87,United Kingdom
297276,6160451,2018-09-25T15:46:00.000+07:00,450765,PINK FLOWER CROCHET FOOD COVER,18,5.18,EIRE
381759,5945192,2018-03-21T15:22:00.000+07:00,454041,VINTAGE UNION JACK BUNTING,18,11.73,United Kingdom
361431,6335494,2019-01-25T13:03:00.000+07:00,488103,SET OF TEA COFFEE SUGAR TINS PANTRY,3,6.84,United Kingdom
350952,6355514,2019-02-02T16:57:00.000+07:00,493605,PLAYING CARDS I LOVE LONDON,30,1.73,United Kingdom
371133,6016461,2018-05-30T12:30:00.000+07:00,460047,I'M ON HOLIDAY METAL SIGN,3,2.9,United Kingdom
345429,6101788,2018-08-07T11:25:00.000+07:00,479451,WHITE BROCANTE SOAP DISH,18,4.08,United Kingdom
308007,5918847,2018-02-20T15:19:00.000+07:00,459207,PINK UNION JACK  LUGGAGE TAG,21,1.73,United Kingdom
313677,6182187,2018-10-13T15:16:00.000+07:00,452151,RED RETROSPOT SUGAR JAM BOWL,36,2.9,Channel Islands
285831,5927955,2018-02-26T11:31:00.000+07:00,471513,MEASURING TAPE BABUSHKA BLUE,18,4.08,United Kingdom
313131,6251410,2018-12-08T13:48:00.000+07:00,460152,VINTAGE SNAKES & LADDERS,12,5.18,EIRE
364917,6284487,2018-12-29T11:48:00.000+07:00,1788864,SET 4 VALENTINE DECOUPAGE HEART BOX,3,4.08,United Kingdom
277179,6267580,2018-12-18T12:38:00.000+07:00,487221,JUMBO BAG ALPHABET,30,2.88,United Kingdom
370923,6153620,2018-09-19T12:52:00.000+07:00,445221,TROPICAL  HONEYCOMB PAPER GARLAND,36,3.52,United Kingdom
268086,6049483,2018-06-25T14:15:00.000+07:00,475587,CERAMIC LOVE HEART MONEY BANK,36,2.01,Portugal
265902,6166226,2018-09-30T14:45:00.000+07:00,446082,RED RETROSPOT PLATE,24,2.34,Germany
321258,6347341,2019-01-29T14:00:00.000+07:00,487242,JUMBO BAG VINTAGE LEAF,30,2.88,United Kingdom
280014,6108740,2018-08-14T12:33:00.000+07:00,436044,ABSTRACT CIRCLES SKETCHBOOK,9,5.18,United Kingdom
322707,6007276,2018-05-21T14:53:00.000+07:00,478926,SET OF 6 T-LIGHTS WEDDING CAKE,36,4.08,United Kingdom
355047,6332898,2019-01-22T19:04:00.000+07:00,1787625,SMALL ROUND CUT GLASS CANDLESTICK,6,6.84,United Kingdom
267708,6332634,2019-01-22T17:38:00.000+07:00,446313,SET OF PICTURE FRAME  STICKERS,15,4.08,United Kingdom
296016,6331677,2019-01-22T13:37:00.000+07:00,461853,FLORAL FOLK STATIONERY SET,27,3.4,United Kingdom
272097,6374896,2019-02-11T10:53:00.000+07:00,449967,SKULLS STORAGE BOX SMALL,18,2.9,United Kingdom
321762,6234481,2018-11-27T10:34:00.000+07:00,487305,CHARLOTTE BAG VINTAGE ALPHABET,30,1.18,United Kingdom
264915,6392881,2019-02-18T16:02:00.000+07:00,1785294,RED RETROSPOT UMBRELLA,9,8.22,France
343812,6321513,2019-01-18T13:50:00.000+07:00,493353,VINTAGE DOILY TRAVEL SEWING KIT,6,2.7,United Kingdom
298935,6064014,2018-07-09T13:57:00.000+07:00,475041,TRADITIONAL KNITTING NANCY,36,2.28,United Kingdom
383943,6332348,2019-01-22T15:59:00.000+07:00,490203,JUMBO BAG VINTAGE CHRISTMAS,3,2.88,United Kingdom
